"emp_no","first_name","last_name","hire_date"
205490,"Irene","Demian","1986-12-29"
79895,"Fei","Murtagh","1986-01-19"
220878,"Conor","Whitcomb","1986-07-14"
438328,"Jouni","Beeson","1986-03-28"
285872,"Kristinn","Litecky","1986-02-17"
104544,"Monique","Murrill","1986-03-07"
60354,"Shakhar","Plesums","1986-12-03"
259318,"Monique","Baca","1986-07-16"
482570,"Elvia","Alblas","1986-12-03"
462502,"Junichi","Pesch","1986-09-11"
36721,"Koichi","Crooks","1986-08-27"
12268,"Nidapan","Kragelund","1986-11-28"
25851,"Rosalyn","Cusworth","1986-04-08"
102376,"Hitofumi","Kalefeld","1986-08-29"
250846,"Adas","Maliniak","1986-12-15"
293052,"Jianwen","Muhlberg","1986-06-10"
52655,"Yuguang","Hebden","1986-02-01"
285157,"Pasqua","Straney","1986-03-12"
94912,"Radhia","Kavanagh","1986-01-04"
59296,"Irene","Brendel","1986-04-17"
206588,"Zhenhua","Passino","1986-06-01"
206552,"Deniz","Garnier","1986-01-27"
430897,"Mohan","Fargier","1986-07-03"
293497,"Leandro","Beetstra","1986-10-09"
236782,"Irene","Bojadziev","1986-08-13"
41275,"Pintsang","Rajala","1986-04-18"
472869,"Rutger","Uludag","1986-11-19"
405848,"Constantino","Zschoche","1986-09-11"
42088,"Zhiguo","Kalsbeek","1986-03-20"
252860,"Valery","Perry","1986-11-23"
274226,"Jaroslava","Koblitz","1986-05-17"
30149,"Leon","Bugaenko","1986-03-28"
213491,"Sashi","Kaiser","1986-09-17"
299420,"Takanari","Rikino","1986-07-18"
25497,"Mitsuyuki","Varman","1986-03-18"
269310,"Eran","Hutton","1986-04-05"
200633,"Leah","Plesums","1986-11-06"
36818,"Marsal","Lovengreen","1986-09-29"
249604,"Boguslaw","Soicher","1986-02-19"
95187,"Satoru","Yurov","1986-08-19"
64313,"Leucio","Schlegelmilch","1986-06-28"
457418,"Chanjung","Xiaoshan","1986-07-09"
75873,"Mani","Merro","1986-07-22"
218289,"Zhanqiu","Woycyznski","1986-08-20"
290362,"Debaprosad","Bahr","1986-08-17"
72113,"Renny","Marletta","1986-05-03"
434585,"Dung","Syrzycki","1986-02-10"
76712,"Kellyn","Serov","1986-02-28"
24795,"Ulf","Chachaty","1986-11-12"
471647,"Zhiwei","Puppe","1986-01-10"
215922,"Shakhar","Deverell","1986-10-30"
16794,"Trygve","Chleq","1986-06-05"
93572,"Rafols","Peha","1986-11-01"
256469,"Jaewoo","Ciolek","1986-12-18"
102479,"Serap","Facello","1986-06-29"
20344,"Uzi","Luon","1986-04-09"
224612,"Marsha","Munck","1986-06-08"
75832,"Guiseppe","Sherertz","1986-05-08"
265870,"Zongyan","Lamba","1986-08-29"
215518,"Chandrasekaran","Luiz","1986-01-14"
14609,"Bartek","Picel","1986-08-29"
276579,"Marc","Waterhouse","1986-06-27"
271674,"Arif","Slobodova","1986-05-21"
36260,"Jungsoon","Domenig","1986-09-07"
252138,"Kiyotoshi","Zaiane","1986-01-02"
218852,"Anestis","Eickenmeyer","1986-05-26"
56478,"Yongmin","Suessmith","1986-04-19"
405919,"Tadahiko","Sewelson","1986-09-17"
285307,"Eishiro","Asrin","1986-12-01"
236912,"Becky","Jervis","1986-09-08"
423989,"Jagoda","Belinskaya","1986-08-18"
101588,"Manu","Weedon","1986-03-24"
15471,"Olivera","Krybus","1986-07-03"
471641,"Genta","Falster","1986-10-13"
203118,"Aran","Lalonde","1986-05-21"
476458,"Kannan","Shanbhogue","1986-05-02"
252231,"Tommaso","Muhlberg","1986-12-27"
84880,"Shaunak","Schaad","1986-04-12"
92263,"Takahiro","Spataro","1986-02-14"
37839,"Somnath","Rosenbaum","1986-05-02"
82933,"Tesuya","Zobel","1986-03-16"
492825,"Mikhail","Hagimont","1986-08-31"
458763,"Feixiong","Mitsuhashi","1986-09-14"
90259,"Bangqing","Jording","1986-04-21"
432619,"Ipke","Pews","1986-03-02"
35664,"Dhritiman","Kermarrec","1986-03-16"
19592,"Shuzo","Ginesta","1986-02-11"
19823,"Wuxu","Liedekerke","1986-02-01"
427401,"Kellie","Azulay","1986-03-31"
27181,"Piyawadee","Katalagarianos","1986-04-21"
414262,"Haldon","Armand","1986-11-21"
72675,"Berto","Suri","1986-08-07"
414422,"Moto","Gips","1986-08-18"
282511,"Zito","Boguraev","1986-07-20"
54446,"Shahid","Denti","1986-07-18"
52865,"Takushi","Pramanik","1986-03-12"
445304,"Francoise","Polupanov","1986-11-28"
90811,"Lijie","Babb","1986-03-10"
282500,"Ghassan","Hutter","1986-05-10"
485356,"Alselm","Trogemann","1986-12-16"
471728,"Tadahiko","Heystek","1986-07-05"
291653,"Rafael","Strehl","1986-12-19"
41885,"Val","Validov","1986-02-16"
218420,"Nigel","Biros","1986-03-01"
26446,"Somnath","Kitsuregawa","1986-06-10"
423106,"Ymte","Pleszkun","1986-09-08"
289115,"Mohan","Garrabrants","1986-03-06"
266321,"Ute","Egerstedt","1986-03-06"
244658,"Udi","Suwa","1986-07-26"
263555,"Ingemar","Birnbaum","1986-02-21"
25765,"Demin","Suermann","1986-10-10"
53828,"Hisao","Naudin","1986-03-04"
63209,"Yakkov","Eiron","1986-01-30"
83444,"Yongmao","Akaboshi","1986-01-19"
85555,"Parke","Morrow","1986-02-25"
51579,"Marek","Hedayat","1986-12-19"
279949,"Sajjan","Vasanthakumar","1986-02-26"
53977,"Alper","Unno","1986-06-25"
86911,"Kshitij","Eickenmeyer","1986-04-13"
33443,"Xinglin","Breugel","1986-03-10"
215238,"Diederik","Uhrik","1986-05-31"
215225,"Surveyors","Quittner","1986-10-24"
244413,"Jingling","Jeansoulin","1986-03-18"
22326,"Mani","Skafidas","1986-12-09"
261042,"Takahira","Fiebach","1986-07-25"
55383,"Junsik","Lampe","1986-11-17"
435243,"Stevo","Yoshimura","1986-11-02"
491562,"Ewing","Denis","1986-01-19"
209328,"Hyuckchul","Cooke","1986-12-17"
298734,"Kerryn","Felder","1986-12-04"
294190,"Marlo","Muchinsky","1986-12-08"
277434,"Angus","Kropf","1986-10-16"
432121,"Alair","Straney","1986-11-15"
291361,"Radhia","Bashian","1986-06-20"
283513,"Elzbieta","Anguita","1986-03-30"
481132,"Qiwen","Condotta","1986-03-16"
284320,"Rafols","Viele","1986-09-19"
245691,"Evgueni","Weiland","1986-03-11"
462865,"Kensei","Schaad","1986-08-13"
104203,"Shigenori","Gyorkos","1986-01-12"
93532,"IEEE","Penn","1986-09-11"
27241,"Mayuri","Erez","1986-09-19"
220673,"Charlene","Ramsey","1986-07-30"
414468,"Josyula","Luga","1986-09-04"
105471,"Akeno","Schapiro","1986-09-04"
53025,"Dipayan","Isaac","1986-09-17"
89085,"Taisook","Curless","1986-11-23"
231876,"Abdelkader","Akazan","1986-02-27"
488841,"Debaprosad","Kruskal","1986-05-09"
16190,"Constantine","Fandrianto","1986-08-13"
22262,"Kwangho","Morrin","1986-12-16"
45565,"Babette","Ananiadou","1986-03-03"
77184,"Vatsa","Kusakari","1986-03-26"
214058,"Xiahua","Albarhamtoshy","1986-07-15"
488094,"Shai","Cangellaris","1986-07-31"
488980,"Vishwani","Reeker","1986-09-19"
273546,"Yoshimitsu","Sigstam","1986-12-17"
253787,"Filipe","Bottner","1986-01-01"
476782,"Surveyors","Steenbeek","1986-09-24"
485151,"Feipei","Camarinopoulos","1986-10-20"
289590,"Shen","Talmor","1986-07-15"
32265,"Sivanarayana","Karunanithi","1986-11-08"
429753,"Sajjan","Murtafg","1986-09-15"
405746,"Heon","Mondadori","1986-01-28"
108582,"Angus","Hempstead","1986-04-30"
278519,"Akhilish","Reinhart","1986-07-23"
264582,"Menkae","Lienhardt","1986-11-18"
34583,"Xiaopeng","Ranft","1986-04-21"
492492,"Ulises","Schreiter","1986-06-17"
222922,"Mingzeng","Mungall","1986-12-20"
201908,"Shigehiro","Setiz","1986-04-10"
456612,"Demos","Axelband","1986-07-28"
103087,"Ayakannu","Miculan","1986-09-22"
216212,"Gian","Ranum","1986-09-25"
98679,"Guenter","Hettesheimer","1986-12-24"
270811,"Petter","Schlenzig","1986-09-05"
20997,"Make","Antonakopoulos","1986-09-21"
285595,"Giao","Hammerschmidt","1986-01-27"
85941,"Sampalli","Lunt","1986-07-23"
441091,"Muneo","Ghelli","1986-06-01"
449058,"Tsutomu","Coney","1986-02-21"
426031,"Shir","Gist","1986-04-29"
68152,"Janalee","Dalton","1986-12-15"
417459,"Xiaoqiang","Wolniewicz","1986-01-24"
82254,"Lein","Lorcy","1986-12-11"
31673,"Toney","Kropatsch","1986-09-09"
58538,"Xudong","Tanemo","1986-05-01"
19616,"Niranjan","Uchoa","1986-08-05"
233584,"Hein","Cooley","1986-06-17"
274749,"Luisa","Danner","1986-01-16"
109074,"Bartek","Suwa","1986-12-30"
32735,"Ewing","Simkin","1986-07-05"
455227,"Niranjan","Tsukuda","1986-09-27"
402673,"Arunachalam","Schaaf","1986-10-27"
257457,"Mandell","Ranon","1986-07-01"
464741,"Kitty","Boissier","1986-05-08"
289750,"Guenter","Collette","1986-11-20"
268444,"Masako","Ranai","1986-01-21"
262690,"Dipankar","Ravishankar","1986-12-07"
288818,"Jackson","Chinal","1986-01-24"
103943,"Amabile","Georg","1986-02-12"
38533,"Visit","Wilfing","1986-11-18"
233507,"Gunilla","Ishibashi","1986-04-03"
48533,"Mohammed","Uhrig","1986-02-21"
51047,"Seshu","Matteis","1986-06-15"
41071,"Florian","Beausoleil","1986-08-27"
483195,"Sham","Schauser","1986-11-04"
243666,"Gift","Rosin","1986-04-07"
252713,"Mohua","Lamba","1986-06-11"
458668,"Duri","Pettey","1986-02-08"
19929,"Saniya","Katzenelson","1986-01-28"
200116,"Eben","Nivat","1986-08-29"
489010,"Youngkon","Skrikant","1986-01-08"
95994,"Alselm","Harnett","1986-03-03"
448136,"Garnik","Ushiama","1986-06-01"
231584,"Kenton","Rijckaert","1986-09-05"
97089,"Magy","Georg","1986-05-19"
70791,"Aamod","Avouris","1986-12-28"
283125,"Rimli","Gire","1986-04-22"
51586,"Eric","Garnham","1986-03-15"
263305,"Arie","Luit","1986-04-14"
103841,"Gurbir","Compeau","1986-11-24"
238707,"Ramya","Lorch","1986-10-29"
251539,"Ghassan","Fontan","1986-11-08"
421332,"Basem","Apsitis","1986-04-22"
228665,"Tomofumi","Auria","1986-08-01"
211267,"Golgen","Maginnis","1986-12-19"
86991,"Franziska","Ramras","1986-09-18"
263548,"Heejo","Bamford","1986-08-16"
96408,"Arto","Lipner","1986-04-13"
61799,"Ingemar","Lundstrom","1986-11-17"
269596,"Eirik","Kisuki","1986-08-06"
438250,"Martial","Hambrick","1986-08-25"
268477,"Stevo","Selvestrel","1986-09-11"
476306,"Gita","Janocha","1986-06-19"
494504,"Rafail","Snedden","1986-05-27"
283785,"Haldun","Sessa","1986-05-01"
200369,"Nahum","Maccarone","1986-12-18"
499544,"Muneo","Khamsi","1986-03-04"
409605,"Vishu","Kroha","1986-03-30"
489257,"Premal","Rissanen","1986-12-09"
50045,"Salvador","Matteis","1986-09-01"
78600,"Chaoyi","Codenie","1986-10-22"
466291,"Jaewon","Krohm","1986-07-08"
39979,"Serenella","Cardazo","1986-02-10"
294666,"Xinglin","Penttonen","1986-08-13"
206810,"Bernd","Remmele","1986-05-26"
490587,"Janalee","VanScheik","1986-09-17"
437208,"Sven","Marakhovsky","1986-11-30"
401275,"Khaled","Cherinka","1986-07-09"
296520,"Divine","Bugaenko","1986-01-17"
409499,"Shay","Wissmann","1986-04-08"
96023,"Nidapan","Erva","1986-05-18"
494028,"Nishit","Pramanik","1986-02-16"
89893,"Zhonghui","Baby","1986-12-05"
76197,"Boalin","Lorys","1986-06-04"
205955,"Caolyn","Sullins","1986-03-01"
83165,"Subhada","Ligten","1986-12-29"
423916,"Adel","Ecklund","1986-04-13"
438040,"Kauko","Pelz","1986-02-09"
235672,"Terresa","Grandbois","1986-10-03"
457526,"Koldo","Brattka","1986-09-30"
408085,"Cheong","Veevers","1986-10-07"
17380,"Giao","Lamma","1986-07-05"
12420,"Douadi","Rande","1986-11-12"
450792,"Satyanarayana","Leuchs","1986-05-31"
203190,"Kersti","Lammel","1986-02-21"
48005,"Gio","Ballarin","1986-11-13"
404346,"Harngdar","Moehrke","1986-03-02"
267910,"Mabo","Neimat","1986-03-13"
468029,"Felicidad","Hofting","1986-03-15"
260989,"Marek","Itzfeldt","1986-12-23"
246717,"Sham","Benzmuller","1986-02-20"
249643,"Shawna","Lindqvist","1986-12-20"
223818,"Yurij","Chaudhuri","1986-03-05"
201241,"Kyoichi","Domenig","1986-11-10"
78243,"Moti","Uhrik","1986-11-27"
67049,"Nikolaus","Perri","1986-05-17"
410982,"Yucai","Marquardt","1986-10-09"
212820,"Arfst","Ertl","1986-12-25"
435798,"Sorina","Merkl","1986-12-25"
23258,"Sandeepan","Verspoor","1986-03-30"
293275,"Krister","Vesna","1986-08-28"
29156,"Youngkon","Cyne","1986-11-16"
453960,"Jaewoo","Montemayor","1986-01-11"
471732,"Szabolcs","Fendler","1986-07-17"
436954,"Somnath","Provine","1986-12-24"
296870,"Sanjeeva","Bahl","1986-11-10"
224990,"Adhemar","Thambidurai","1986-11-07"
246638,"Soenke","Crooks","1986-08-06"
497875,"Armond","Murrill","1986-01-20"
248403,"Stella","Kisuki","1986-12-26"
451270,"Harngdar","Uludag","1986-05-21"
260302,"Munir","Velasco","1986-01-06"
42993,"Shuky","Gire","1986-07-26"
96442,"Akemi","Kropp","1986-09-16"
276161,"Gino","Narwekar","1986-10-18"
268296,"Juichirou","Spell","1986-09-20"
490696,"Tomokazu","Grabner","1986-02-22"
285485,"Heeju","Bernardinello","1986-10-21"
405937,"Sumant","Melichar","1986-02-19"
289299,"Premal","Landherr","1986-05-03"
284296,"Becky","Riesenhuber","1986-11-11"
425329,"Tianruo","Azevdeo","1986-06-16"
297921,"Teunis","Kolvik","1986-05-18"
284316,"Sachio","Conia","1986-02-05"
284053,"Niranjan","Zucker","1986-08-06"
291908,"Marek","Soloway","1986-01-12"
297626,"Kiam","Christ","1986-03-03"
407255,"Morris","Iwayama","1986-07-27"
231274,"Shrikanth","Zaiane","1986-07-28"
206104,"Pranjal","Esteva","1986-06-11"
239883,"Caolyn","Prochazka","1986-04-16"
39295,"Yuchang","Ginesta","1986-04-01"
249344,"Edwin","Merel","1986-11-29"
284340,"Vishwani","Farris","1986-03-18"
43080,"Leucio","Piancastelli","1986-06-30"
26956,"Marco","Copas","1986-09-12"
480771,"Jasminko","Iwayama","1986-02-19"
222213,"Salvador","Wielonsky","1986-06-28"
34945,"Khosrow","Xiaoshan","1986-07-26"
255601,"Alper","Schauser","1986-04-11"
489101,"Udaiprakash","Rosenbaum","1986-07-29"
74610,"Aram","Asrin","1986-11-02"
74916,"Nevin","Kawashima","1986-07-24"
35502,"Shih","Lorcy","1986-06-25"
243087,"Marsja","Eugenio","1986-04-05"
108790,"Leaf","Fetvedt","1986-07-10"
494094,"Godehard","Chachaty","1986-12-15"
218477,"Vishwani","Kornatzky","1986-03-08"
290306,"Indrajit","Velasco","1986-05-17"
205733,"Suzette","Tokunaga","1986-03-31"
252647,"Hidde","Kisuki","1986-12-03"
407385,"Fumitaka","Silva","1986-07-26"
435247,"Neven","Zyda","1986-08-17"
100046,"Jayson","Jumpertz","1986-06-14"
84744,"Kiam","Usdin","1986-03-10"
84596,"Poornachandra","Picht","1986-05-26"
499269,"Sanjay","Grandbois","1986-05-02"
240060,"Anwar","Reinhard","1986-05-03"
449917,"Luerbio","Valiente","1986-11-13"
470207,"Remko","Ranka","1986-08-24"
96433,"Mantis","Vecchio","1986-02-16"
442380,"Odoardo","Munck","1986-06-04"
491917,"Quingbo","Coombs","1986-04-29"
95584,"Arumugam","Herbst","1986-09-28"
101786,"Emdad","Cunliffe","1986-11-30"
71037,"Mihalis","Mitina","1986-09-24"
432326,"Akemi","Magalhaes","1986-02-10"
209103,"Radoslaw","Noriega","1986-07-20"
468940,"Ramzi","Keustermans","1986-11-28"
209802,"Haldon","Spataro","1986-04-11"
12347,"Remko","Ranze","1986-03-23"
85391,"Aleksander","Glinert","1986-04-18"
83510,"Izaskun","Gammage","1986-11-10"
407703,"Przemyslawa","Rando","1986-09-20"
32896,"Bikash","Tiemann","1986-05-09"
46637,"Mayuko","Shackel","1986-07-11"
245653,"Padma","Brlek","1986-06-15"
268981,"Miomir","Schusler","1986-10-26"
247436,"Yurij","Engberts","1986-01-08"
418306,"Moriyoshi","Kumaresan","1986-06-05"
66256,"Atilio","Schiettecatte","1986-03-14"
407498,"Marko","Reutenauer","1986-03-18"
453386,"Roded","Nollmann","1986-04-03"
415543,"Chiranjit","Karnin","1986-05-28"
469421,"Shigehiro","Barinka","1986-05-25"
274401,"Inderjeet","Demos","1986-06-24"
256544,"Nirmal","Gide","1986-05-22"
59632,"Hausi","Manders","1986-08-04"
424372,"Yuichiro","Speckmann","1986-09-08"
451859,"Khaled","Kaltofen","1986-09-22"
55693,"Nagui","Seghrouchni","1986-02-14"
496794,"Herbert","Gulik","1986-02-06"
450393,"Torsten","Lemarechal","1986-10-05"
424466,"Hyuncheol","Gubsky","1986-07-10"
435286,"Mechthild","Kawashimo","1986-08-02"
433502,"Bikash","Pero","1986-08-09"
33572,"Zita","Fargier","1986-08-14"
442878,"Masaki","Takanami","1986-05-03"
246529,"Etsuo","Ratnaker","1986-08-11"
424635,"Van","Akiyama","1986-08-22"
477137,"Atreye","Vernadat","1986-05-28"
285829,"Jeanne","Henders","1986-08-12"
28781,"Vasiliy","Speek","1986-08-16"
269466,"Khalil","Baer","1986-11-18"
479523,"Sailaja","Azulay","1986-08-22"
466172,"Tomoyuki","Fritzsche","1986-06-02"
97974,"Fabrizio","Hempstead","1986-07-19"
469929,"Isaac","Cardazo","1986-04-25"
28746,"Steve","Maquelin","1986-01-03"
284679,"Kenroku","Muhling","1986-09-02"
228293,"Gino","DasSarma","1986-09-30"
483552,"Annemarie","Shobatake","1986-02-22"
217724,"Gonzalo","Pero","1986-04-26"
35714,"Odysseas","Maraist","1986-09-04"
91509,"Mana","Trelles","1986-01-23"
36114,"Alassane","Lanteri","1986-03-15"
404223,"Erzsebet","Demian","1986-02-26"
30718,"Arvind","Zeilberger","1986-05-21"
435645,"Branimir","Hennings","1986-04-17"
283048,"Akeno","Ruemmler","1986-05-16"
60434,"Ekawit","Maquelin","1986-02-26"
417876,"Hirochika","Milicic","1986-01-16"
235688,"Shigehiro","Angot","1986-07-31"
88976,"Younwoo","Peron","1986-01-12"
63520,"Duro","Kermarrec","1986-11-30"
423081,"Irena","Bisiani","1986-05-16"
415424,"Adhemar","Savasere","1986-08-15"
276328,"Gaurav","Harllee","1986-12-25"
493805,"Shim","Yeung","1986-03-25"
68904,"Chiradeep","Gimbel","1986-12-01"
232126,"Mohd","Anandan","1986-01-16"
22930,"Xiaoshan","Azuma","1986-06-24"
253011,"Bodh","Botman","1986-09-07"
497504,"Mountaz","Porotnikoff","1986-12-25"
422160,"Peer","Andreotta","1986-04-02"
48858,"Manohar","Hertweck","1986-01-28"
15006,"Miquel","Cools","1986-01-08"
443810,"Teruyuki","Parveen","1986-11-30"
41081,"Faiza","Mikschl","1986-01-21"
105544,"Feiyu","Mitsuhashi","1986-01-17"
236393,"Jaana","Peternell","1986-05-21"
465131,"Heather","Buescher","1986-06-25"
28338,"Morrie","Aseltine","1986-01-11"
76317,"Valeri","Heemskerk","1986-04-08"
274541,"Somnath","Kalafatis","1986-03-16"
475557,"Dietrich","Litzkow","1986-03-15"
14856,"Bluma","Bernardinello","1986-11-26"
438680,"Masako","Molenkamp","1986-05-09"
455336,"Debaprosad","Hatcliff","1986-01-03"
426611,"Serap","Bahi","1986-05-15"
447298,"Miquel","Kaiserswerth","1986-04-06"
477534,"Eckart","Assaf","1986-03-11"
79315,"Pantung","Kalorkoti","1986-03-10"
12734,"Gil","Frijda","1986-03-03"
421275,"Gaurav","Bressoud","1986-07-25"
267170,"Tzu","Cheshire","1986-01-14"
238173,"Lucian","Rathonyi","1986-12-19"
225960,"Jeane","Cullers","1986-08-10"
35523,"Tomofumi","Vieri","1986-08-15"
238604,"Yunming","Deyuan","1986-04-08"
234307,"Shin","Zaumen","1986-09-12"
467383,"Godehard","Smeets","1986-02-23"
15038,"Weidon","Dalphin","1986-01-03"
49049,"Garnik","Gubsky","1986-06-27"
274034,"Sanjai","Ciolek","1986-01-26"
480969,"Rimli","Eugenio","1986-12-31"
295065,"Otilia","Luon","1986-12-09"
269910,"Mikhail","Kroft","1986-10-16"
73776,"Yucel","Fujisaki","1986-08-02"
45900,"Mrinalini","Valette","1986-06-11"
31746,"Michaela","Schaap","1986-12-07"
63220,"Subir","Swiler","1986-06-17"
204202,"Bedrich","Baak","1986-09-19"
76432,"Dulce","Leaver","1986-04-12"
446310,"Navid","Marrakchi","1986-06-23"
213228,"Itzchak","Iwayama","1986-03-03"
223122,"Nadjib","Pauthner","1986-06-14"
434876,"Alagu","Gunderson","1986-11-25"
411754,"Manu","Velasco","1986-06-18"
104520,"Vishv","Neimat","1986-11-09"
448352,"Arnould","Takanami","1986-12-15"
64553,"Uzi","Gente","1986-09-01"
97755,"Zhongwei","DeMori","1986-05-19"
414687,"Kwangyoen","Ullian","1986-12-26"
283915,"Geoffry","DeMori","1986-06-13"
209826,"Duro","Zaccaria","1986-02-08"
36799,"Tetsushi","Murtagh","1986-07-12"
90340,"Morris","Salinas","1986-12-03"
459016,"Vatsa","Yoshizawa","1986-02-01"
275120,"Jaideep","Aamodt","1986-07-16"
62644,"Krisda","Shrader","1986-01-22"
435725,"Radoslaw","Peot","1986-04-23"
400050,"Marie","Szemeredi","1986-07-08"
446712,"Huai","Senzako","1986-08-16"
413899,"Yurii","Kalorkoti","1986-06-21"
104877,"Arif","DasSarma","1986-08-08"
75007,"Yunming","Bharadwaj","1986-11-18"
277943,"Kwok","Smeets","1986-07-30"
263078,"Kristine","Vieth","1986-04-12"
251541,"Jessie","Leivant","1986-01-22"
95554,"Mana","Steenbeek","1986-04-16"
406935,"Arunachalam","Jansen","1986-10-16"
246446,"Arlette","Molenkamp","1986-06-03"
499127,"Katsuo","Esposito","1986-10-31"
15365,"Mikhail","Schiettecatte","1986-08-11"
85576,"Shuzo","Rindone","1986-10-18"
480050,"Bodh","McConalogue","1986-06-07"
31390,"Fei","Liedekerke","1986-07-28"
458623,"Wuxu","Manderick","1986-11-03"
252417,"Utpal","Giaccio","1986-10-19"
45122,"Tetsushi","Rothe","1986-10-19"
222741,"Godehard","Rullman","1986-02-08"
97971,"Vidya","Zweizig","1986-12-22"
299669,"Tze","Azadmanesh","1986-10-08"
292084,"Danco","Luon","1986-11-19"
15058,"Bouchung","Bugrara","1986-05-31"
294290,"Jaewoo","Merks","1986-02-26"
444506,"Lorien","Badr","1986-12-27"
84917,"Rafael","Fetvedt","1986-06-07"
25083,"Doohun","Zyda","1986-03-31"
42478,"Kristin","Biros","1986-06-21"
76419,"Bojan","Rosen","1986-03-12"
61989,"Yaghout","Vesna","1986-01-23"
103929,"Hitomi","Harllee","1986-11-28"
85219,"Anyuan","Zaiane","1986-08-27"
295063,"Fumino","Dulay","1986-06-11"
207696,"Carrsten","Bazzichi","1986-06-12"
492988,"Anneke","Erva","1986-04-29"
495067,"Shan","Penz","1986-12-28"
78146,"Akhilish","Buchter","1986-03-26"
225452,"Tuval","Chartres","1986-05-26"
201228,"Shem","Jayawardene","1986-11-23"
76937,"Shuji","Matzat","1986-04-26"
43181,"Hugh","Iisaka","1986-03-26"
436288,"Xiaocheng","Detkin","1986-11-16"
256904,"Tru","Angot","1986-10-18"
485547,"Ayonca","Verspoor","1986-10-04"
452018,"Uri","Masada","1986-06-21"
454149,"Ferdinand","Ramaiah","1986-02-20"
498727,"Werner","Beznosov","1986-08-20"
234349,"Dinah","Garigliano","1986-07-01"
51707,"Vasilii","Fargier","1986-09-02"
205325,"Serenella","Harllee","1986-10-25"
478288,"Theron","Papadias","1986-11-03"
402017,"Phuoc","Saoudi","1986-06-09"
204327,"Jixiang","Simmen","1986-12-17"
297249,"Frazer","Rodier","1986-11-09"
219669,"Ziyad","Hiraishi","1986-07-25"
276847,"Salvador","Massonet","1986-02-23"
462819,"Dmitry","Zwicker","1986-04-18"
275788,"Jaber","Poupard","1986-04-08"
21273,"Masasuke","Noriega","1986-03-24"
448944,"Keung","Ghelli","1986-01-29"
99595,"Oscal","Docker","1986-11-28"
243262,"Troy","Heuter","1986-09-14"
259134,"Elgin","Raney","1986-09-14"
91604,"Ronghao","Giarratana","1986-03-13"
244182,"Shirish","Ramaiah","1986-02-22"
444971,"Visit","Preusig","1986-10-31"
94950,"Duke","Hofman","1986-04-01"
79239,"Denny","Griswold","1986-11-10"
52780,"Kellyn","Billawala","1986-02-14"
456751,"Danai","Pfau","1986-08-27"
272236,"Kensei","Sherertz","1986-08-14"
472966,"Mokhtar","Oxman","1986-04-01"
420024,"Gay","Peris","1986-06-30"
221328,"Kerhong","Adachi","1986-02-20"
221708,"Zijian","Selenyi","1986-12-01"
97101,"Josyula","Lichtman","1986-12-12"
262154,"Wonhee","Vrecion","1986-03-14"
477960,"Masako","Rosca","1986-08-11"
46774,"Sedat","Zschoche","1986-07-26"
90511,"Karoline","Busillo","1986-05-10"
219436,"Berto","Zambonelli","1986-05-22"
223826,"Shaunak","Penz","1986-04-26"
266226,"Gro","Baaz","1986-04-28"
55249,"Francoise","Gopalakrishnan","1986-08-15"
219556,"Perry","Huhdanpaa","1986-09-19"
57837,"Aria","Murtafg","1986-06-22"
480723,"Dulce","Thorensen","1986-02-23"
466141,"Qingxiang","Azulay","1986-07-13"
446923,"Pradeep","Streng","1986-02-23"
478641,"Pramod","Litvinov","1986-09-17"
416204,"Amalendu","Murillo","1986-05-21"
51377,"Lakshmi","Harllee","1986-07-20"
249261,"Gil","Pettis","1986-09-21"
77926,"Herbert","Thibadeau","1986-01-14"
221127,"Ziva","Morrin","1986-04-11"
47203,"Samphel","Fasbender","1986-06-23"
464534,"Idoia","Angelopoulos","1986-09-24"
470841,"Marlo","Deville","1986-12-10"
286571,"Irena","Genther","1986-01-27"
201544,"Krister","Zaiane","1986-09-09"
487661,"Karlis","Berendt","1986-08-04"
402365,"Flemming","Menhoudj","1986-05-15"
278741,"Kannan","Menyhert","1986-03-14"
223461,"Manibrata","Kusalik","1986-11-10"
40690,"Leni","Tomescu","1986-12-13"
401444,"Basant","Wynblatt","1986-06-15"
53678,"Hongzhu","Garnier","1986-10-28"
59357,"Mark","Barriga","1986-12-05"
496725,"Akeno","Mukaidono","1986-05-03"
270922,"Aram","Rouquie","1986-02-23"
456675,"Adin","Sethi","1986-09-11"
294168,"Lein","Basart","1986-05-05"
276344,"Mana","Vieri","1986-01-26"
51336,"Rosli","Pepe","1986-07-07"
434418,"Magdalena","Khalil","1986-07-27"
58907,"Petter","Pettit","1986-07-31"
71717,"Zijian","Pehl","1986-12-19"
280815,"Haldun","Plotkin","1986-12-06"
410292,"Sadun","Ambroszkiewicz","1986-02-20"
456590,"Nigel","Bodoff","1986-02-18"
423808,"Kankanahalli","Hofmeyr","1986-01-11"
56895,"Urs","Rothe","1986-09-29"
248135,"Kristof","Ferretti","1986-11-19"
283756,"Moto","Perelgut","1986-08-02"
443616,"Remzi","Munke","1986-10-25"
108306,"Chenye","Heijenga","1986-05-24"
247154,"Serge","Ruther","1986-03-09"
479221,"Shigeichiro","Brendel","1986-08-27"
106433,"Ortrun","Cherinka","1986-11-15"
91910,"Bedir","Ranta","1986-10-13"
498891,"Boaz","Gerteisen","1986-11-06"
421866,"Larisa","Perin","1986-05-14"
25698,"Bodh","Conia","1986-11-10"
206925,"Patricio","Masaki","1986-03-26"
263791,"Tzu","Reistad","1986-07-08"
